Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-7923;T02 Check confirmation of receipt-complete;Resource01;2011/06/30 12:33:30.374;Variant 1;1;Internet;General;Group 8;Resource11;task-30435;T02 Check confirmation of receipt;complete;Group 4;23.721
case-7923;T04 Determine confirmation of receipt-complete;Resource01;2011/06/30 12:33:50.680;Variant 1;1;Internet;General;Group 8;Resource11;task-30439;T04 Determine confirmation of receipt;complete;Group 3;20.306
case-7923;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/30 12:34:07.294;Variant 1;1;Internet;General;Group 8;Resource11;task-30440;T05 Print and send confirmation of receipt;complete;Group 2;16.614
case-7923;T06 Determine necessity of stop advice-complete;Resource01;2011/06/30 12:34:23.629;Variant 1;1;Internet;General;Group 8;Resource11;task-30436;T06 Determine necessity of stop advice;complete;Group 1;16.335
case-7923;T10 Determine necessity to stop indication-complete;Resource01;2011/06/30 12:34:42.228;Variant 1;1;Internet;General;Group 8;Resource11;task-30441;T10 Determine necessity to stop indication;complete;Group 1;18.599
case-7926;Confirmation of receipt-complete;Resource04;2011/06/09 13:09:30.176;Variant 1;1;Internet;General;;Resource04;task-27850;Confirmation of receipt;complete;Group 1;0.0
case-7926;T02 Check confirmation of receipt-complete;Resource04;2011/06/09 13:10:01.025;Variant 1;1;Internet;General;;Resource04;task-28518;T02 Check confirmation of receipt;complete;Group 4;30.849
case-7926;T04 Determine confirmation of receipt-complete;Resource04;2011/06/09 13:10:13.713;Variant 1;1;Internet;General;;Resource04;task-28520;T04 Determine confirmation of receipt;complete;Group 3;12.688
case-7926;T05 Print and send confirmation of receipt-complete;Resource04;2011/06/09 13:10:35.908;Variant 1;1;Internet;General;;Resource04;task-28521;T05 Print and send confirmation of receipt;complete;Group 2;22.195
case-7926;T06 Determine necessity of stop advice-complete;Resource04;2011/06/09 13:11:21.696;Variant 1;1;Internet;General;;Resource04;task-28519;T06 Determine necessity of stop advice;complete;Group 1;45.788
case-7926;T10 Determine necessity to stop indication-complete;Resource04;2011/06/09 13:11:47.046;Variant 1;1;Internet;General;;Resource04;task-28522;T10 Determine necessity to stop indication;complete;Group 1;25.35
case-7929;Confirmation of receipt-complete;Resource14;2011/07/12 13:51:55.251;Variant 1;1;Internet;General;;Resource14;task-27898;Confirmation of receipt;complete;EMPTY;0.0
case-7929;T02 Check confirmation of receipt-complete;Resource14;2011/07/12 13:58:56.955;Variant 1;1;Internet;General;;Resource14;task-31759;T02 Check confirmation of receipt;complete;Group 4;421.704
case-7929;T04 Determine confirmation of receipt-complete;Resource14;2011/07/12 13:59:41.646;Variant 1;1;Internet;General;;Resource14;task-31766;T04 Determine confirmation of receipt;complete;Group 3;44.691
case-7929;T05 Print and send confirmation of receipt-complete;Resource14;2011/07/12 14:07:07.978;Variant 1;1;Internet;General;;Resource14;task-31767;T05 Print and send confirmation of receipt;complete;Group 2;446.332
case-7929;T06 Determine necessity of stop advice-complete;Resource14;2011/07/12 14:07:30.278;Variant 1;1;Internet;General;;Resource14;task-31760;T06 Determine necessity of stop advice;complete;Group 1;22.3
case-7929;T10 Determine necessity to stop indication-complete;Resource14;2011/07/12 14:07:58.027;Variant 1;1;Internet;General;;Resource14;task-31768;T10 Determine necessity to stop indication;complete;Group 1;27.749
case-7956;Confirmation of receipt-complete;Resource12;2011/07/12 09:52:19.528;Variant 1;1;Internet;General;;Resource12;task-28203;Confirmation of receipt;complete;EMPTY;0.0
case-7956;T02 Check confirmation of receipt-complete;Resource12;2011/07/12 09:53:01.309;Variant 1;1;Internet;General;;Resource12;task-31682;T02 Check confirmation of receipt;complete;Group 4;41.781
case-7956;T04 Determine confirmation of receipt-complete;Resource12;2011/07/12 09:53:25.523;Variant 1;1;Internet;General;;Resource12;task-31684;T04 Determine confirmation of receipt;complete;Group 3;24.214
case-7956;T05 Print and send confirmation of receipt-complete;Resource12;2011/07/12 09:54:02.424;Variant 1;1;Internet;General;;Resource12;task-31685;T05 Print and send confirmation of receipt;complete;Group 2;36.901
case-7956;T06 Determine necessity of stop advice-complete;Resource12;2011/07/12 09:54:41.147;Variant 1;1;Internet;General;;Resource12;task-31683;T06 Determine necessity of stop advice;complete;Group 1;38.723
case-7956;T10 Determine necessity to stop indication-complete;Resource12;2011/07/12 09:55:46.407;Variant 1;1;Internet;General;;Resource12;task-31686;T10 Determine necessity to stop indication;complete;Group 1;65.26
case-7957;Confirmation of receipt-complete;Resource01;2011/06/28 09:53:18.435;Variant 1;1;Internet;General;Group 8;Resource11;task-28222;Confirmation of receipt;complete;Group 1;0.0
case-7957;T02 Check confirmation of receipt-complete;Resource01;2011/06/28 09:53:40.558;Variant 1;1;Internet;General;Group 8;Resource11;task-29931;T02 Check confirmation of receipt;complete;Group 4;22.123
case-7957;T04 Determine confirmation of receipt-complete;Resource01;2011/06/28 09:53:56.992;Variant 1;1;Internet;General;Group 8;Resource11;task-29933;T04 Determine confirmation of receipt;complete;Group 3;16.434
case-7957;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/28 09:54:10.385;Variant 1;1;Internet;General;Group 8;Resource11;task-29934;T05 Print and send confirmation of receipt;complete;Group 2;13.393
case-7957;T06 Determine necessity of stop advice-complete;Resource01;2011/06/28 09:54:26.182;Variant 1;1;Internet;General;Group 8;Resource11;task-29932;T06 Determine necessity of stop advice;complete;Group 1;15.797
case-7957;T10 Determine necessity to stop indication-complete;Resource01;2011/06/28 09:54:44.108;Variant 1;1;Internet;General;Group 8;Resource11;task-29935;T10 Determine necessity to stop indication;complete;Group 1;17.926
case-7958;Confirmation of receipt-complete;Resource05;2011/06/09 12:28:41.018;Variant 4;4;Internet;General;;Resource05;task-28234;Confirmation of receipt;complete;EMPTY;0.0
case-7958;T02 Check confirmation of receipt-complete;Resource05;2011/06/09 12:29:10.337;Variant 4;4;Internet;General;;Resource05;task-28508;T02 Check confirmation of receipt;complete;Group 4;29.319
case-7958;T06 Determine necessity of stop advice-complete;Resource05;2011/06/09 12:29:36.488;Variant 4;4;Internet;General;;Resource05;task-28509;T06 Determine necessity of stop advice;complete;Group 1;26.151
case-7958;T10 Determine necessity to stop indication-complete;Resource05;2011/06/09 12:36:18.648;Variant 4;4;Internet;General;;Resource05;task-28511;T10 Determine necessity to stop indication;complete;Group 1;402.16
case-7958;T04 Determine confirmation of receipt-complete;Resource05;2011/06/09 12:40:21.057;Variant 4;4;Internet;General;;Resource05;task-28510;T04 Determine confirmation of receipt;complete;EMPTY;242.409
case-7958;T05 Print and send confirmation of receipt-complete;Resource05;2011/06/09 13:44:54.995;Variant 4;4;Internet;General;;Resource05;task-28516;T05 Print and send confirmation of receipt;complete;EMPTY;3873.938
case-7960;Confirmation of receipt-complete;Resource12;2011/07/26 09:59:34.888;Variant 1;1;Internet;General;;Resource12;task-28241;Confirmation of receipt;complete;EMPTY;0.0
case-7960;T02 Check confirmation of receipt-complete;Resource12;2011/07/26 10:00:11.810;Variant 1;1;Internet;General;;Resource12;task-33441;T02 Check confirmation of receipt;complete;Group 4;36.922
case-7960;T04 Determine confirmation of receipt-complete;Resource12;2011/07/26 10:00:49.092;Variant 1;1;Internet;General;;Resource12;task-33445;T04 Determine confirmation of receipt;complete;Group 3;37.282
case-7960;T05 Print and send confirmation of receipt-complete;Resource12;2011/07/26 10:01:31.891;Variant 1;1;Internet;General;;Resource12;task-33447;T05 Print and send confirmation of receipt;complete;Group 2;42.799
case-7960;T06 Determine necessity of stop advice-complete;Resource12;2011/07/26 10:02:17.423;Variant 1;1;Internet;General;;Resource12;task-33442;T06 Determine necessity of stop advice;complete;Group 1;45.532
case-7960;T10 Determine necessity to stop indication-complete;Resource12;2011/07/26 10:02:43.861;Variant 1;1;Internet;General;;Resource12;task-33451;T10 Determine necessity to stop indication;complete;Group 1;26.438
case-7961;Confirmation of receipt-complete;Resource13;2011/06/16 10:54:19.134;Variant 16;16;Internet;General;;Resource13;task-28250;Confirmation of receipt;complete;EMPTY;0.0
case-7961;T02 Check confirmation of receipt-complete;Resource13;2011/06/16 10:54:53.605;Variant 16;16;Internet;General;;Resource13;task-28767;T02 Check confirmation of receipt;complete;Group 4;34.471
case-7961;T03 Adjust confirmation of receipt-complete;Resource13;2011/06/16 10:55:11.383;Variant 16;16;Internet;General;;Resource13;task-28769;T03 Adjust confirmation of receipt;complete;Group 1;17.778
case-7961;T02 Check confirmation of receipt-complete;Resource13;2011/06/28 11:42:52.227;Variant 16;16;Internet;General;;Resource13;task-28770;T02 Check confirmation of receipt;complete;EMPTY;1039660.844
case-7961;T04 Determine confirmation of receipt-complete;Resource13;2011/06/28 11:43:19.875;Variant 16;16;Internet;General;;Resource13;task-30058;T04 Determine confirmation of receipt;complete;EMPTY;27.648
case-7961;T05 Print and send confirmation of receipt-complete;Resource13;2011/06/28 11:43:46.033;Variant 16;16;Internet;General;;Resource13;task-30059;T05 Print and send confirmation of receipt;complete;EMPTY;26.158
case-7961;T06 Determine necessity of stop advice-complete;Resource13;2011/06/28 11:44:08.985;Variant 16;16;Internet;General;;Resource13;task-28768;T06 Determine necessity of stop advice;complete;Group 1;22.952
case-7961;T10 Determine necessity to stop indication-complete;Resource13;2011/06/28 11:44:51.464;Variant 16;16;Internet;General;;Resource13;task-30060;T10 Determine necessity to stop indication;complete;Group 1;42.479
case-7976;Confirmation of receipt-complete;Resource01;2011/06/30 12:46:08.925;Variant 6;6;Internet;General;Group 8;Resource11;task-28286;Confirmation of receipt;complete;Group 1;0.0
case-7976;T06 Determine necessity of stop advice-complete;Resource01;2011/06/30 12:46:32.845;Variant 6;6;Internet;General;Group 8;Resource11;task-30461;T06 Determine necessity of stop advice;complete;Group 1;23.92
case-7976;T02 Check confirmation of receipt-complete;Resource01;2011/06/30 12:46:49.105;Variant 6;6;Internet;General;Group 8;Resource11;task-30460;T02 Check confirmation of receipt;complete;Group 4;16.26
case-7976;T04 Determine confirmation of receipt-complete;Resource01;2011/06/30 12:47:04.719;Variant 6;6;Internet;General;Group 8;Resource11;task-30463;T04 Determine confirmation of receipt;complete;Group 3;15.614
case-7976;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/30 12:47:19.251;Variant 6;6;Internet;General;Group 8;Resource11;task-30464;T05 Print and send confirmation of receipt;complete;Group 2;14.532
case-7976;T10 Determine necessity to stop indication-complete;Resource01;2011/06/30 12:47:52.932;Variant 6;6;Internet;General;Group 8;Resource11;task-30462;T10 Determine necessity to stop indication;complete;Group 1;33.681
case-7978;Confirmation of receipt-complete;Resource15;2011/06/17 10:51:58.423;Variant 5;5;Internet;General;;Resource15;task-28298;Confirmation of receipt;complete;Group 1;0.0
case-7978;T02 Check confirmation of receipt-complete;Resource15;2011/06/17 10:52:31.530;Variant 5;5;Internet;General;;Resource15;task-28908;T02 Check confirmation of receipt;complete;Group 4;33.107
case-7978;T04 Determine confirmation of receipt-complete;Resource15;2011/06/17 10:52:48.800;Variant 5;5;Internet;General;;Resource15;task-28910;T04 Determine confirmation of receipt;complete;Group 3;17.27
case-7978;T06 Determine necessity of stop advice-complete;Resource15;2011/06/17 10:53:18.877;Variant 5;5;Internet;General;;Resource15;task-28909;T06 Determine necessity of stop advice;complete;Group 1;30.077
case-7978;T10 Determine necessity to stop indication-complete;Resource15;2011/06/17 10:54:00.741;Variant 5;5;Internet;General;;Resource15;task-28912;T10 Determine necessity to stop indication;complete;Group 1;41.864
case-7978;T05 Print and send confirmation of receipt-complete;admin1;2011/06/24 14:39:55.719;Variant 5;5;Internet;General;;Resource15;task-28911;T05 Print and send confirmation of receipt;complete;Group 2;618354.978
case-7981;Confirmation of receipt-complete;Resource15;2011/06/22 10:45:55.002;Variant 5;5;Internet;General;;Resource15;task-28321;Confirmation of receipt;complete;Group 1;0.0
case-7981;T02 Check confirmation of receipt-complete;Resource15;2011/06/22 11:05:52.983;Variant 5;5;Internet;General;;Resource15;task-29460;T02 Check confirmation of receipt;complete;Group 4;1197.981
case-7981;T04 Determine confirmation of receipt-complete;Resource15;2011/06/22 11:06:12.747;Variant 5;5;Internet;General;;Resource15;task-29464;T04 Determine confirmation of receipt;complete;Group 3;19.764
case-7981;T06 Determine necessity of stop advice-complete;Resource15;2011/06/22 11:06:35.855;Variant 5;5;Internet;General;;Resource15;task-29461;T06 Determine necessity of stop advice;complete;Group 1;23.108
case-7981;T10 Determine necessity to stop indication-complete;Resource15;2011/06/22 11:08:28.812;Variant 5;5;Internet;General;;Resource15;task-29466;T10 Determine necessity to stop indication;complete;Group 1;112.957
case-7981;T05 Print and send confirmation of receipt-complete;admin1;2011/06/24 14:32:02.001;Variant 5;5;Internet;General;;Resource15;task-29465;T05 Print and send confirmation of receipt;complete;Group 2;185013.189
case-7986;Confirmation of receipt-complete;admin2;2011/06/17 13:39:09.245;Variant 3;3;Internet;General;;Resource02;task-28336;Confirmation of receipt;complete;Group 1;0.0
case-7988;Confirmation of receipt-complete;Resource13;2011/06/28 12:22:31.482;Variant 8;8;Internet;General;;Resource13;task-28354;Confirmation of receipt;complete;EMPTY;0.0
case-7988;T02 Check confirmation of receipt-complete;Resource13;2011/06/28 12:23:50.267;Variant 8;8;Internet;General;;Resource13;task-30100;T02 Check confirmation of receipt;complete;EMPTY;78.785
case-7988;T04 Determine confirmation of receipt-complete;Resource13;2011/06/28 12:24:27.354;Variant 8;8;Internet;General;;Resource13;task-30102;T04 Determine confirmation of receipt;complete;EMPTY;37.087
case-7988;T05 Print and send confirmation of receipt-complete;Resource13;2011/06/28 12:24:43.740;Variant 8;8;Internet;General;;Resource13;task-30103;T05 Print and send confirmation of receipt;complete;Group 2;16.386
case-7988;T06 Determine necessity of stop advice-complete;Resource13;2011/06/28 12:25:04.502;Variant 8;8;Internet;General;;Resource13;task-30101;T06 Determine necessity of stop advice;complete;Group 1;20.762
case-7988;T10 Determine necessity to stop indication-complete;Resource13;2011/06/28 12:25:23.478;Variant 8;8;Internet;General;;Resource13;task-30104;T10 Determine necessity to stop indication;complete;Group 1;18.976
case-7988;T11 Create document X request unlicensed-complete;Resource13;2011/06/28 12:33:50.587;Variant 8;8;Internet;General;;Resource13;task-30105;T11 Create document X request unlicensed;complete;Group 1;507.109
case-7988;T12 Check document X request unlicensed-complete;Resource13;2011/06/28 12:34:11.175;Variant 8;8;Internet;General;;Resource13;task-30106;T12 Check document X request unlicensed;complete;Group 4;20.588
case-7988;T14 Determine document X request unlicensed-complete;Resource10;2011/06/30 15:13:24.822;Variant 8;8;Internet;General;;Resource13;task-30107;T14 Determine document X request unlicensed;complete;EMPTY;182353.647
case-7988;T15 Print document X request unlicensed-complete;admin1;2011/07/15 11:38:31.702;Variant 8;8;Internet;General;;Resource13;task-30547;T15 Print document X request unlicensed;complete;EMPTY;1283106.88
case-7990;Confirmation of receipt-complete;Resource01;2011/07/07 13:54:38.149;Variant 1;1;Internet;General;Group 8;Resource11;task-28388;Confirmation of receipt;complete;EMPTY;0.0
case-7990;T02 Check confirmation of receipt-complete;Resource01;2011/07/07 13:55:25.760;Variant 1;1;Internet;General;Group 8;Resource11;task-31321;T02 Check confirmation of receipt;complete;Group 4;47.611
case-7990;T04 Determine confirmation of receipt-complete;Resource01;2011/07/07 13:55:44.681;Variant 1;1;Internet;General;Group 8;Resource11;task-31323;T04 Determine confirmation of receipt;complete;Group 3;18.921
case-7990;T05 Print and send confirmation of receipt-complete;Resource01;2011/07/07 13:56:05.638;Variant 1;1;Internet;General;Group 8;Resource11;task-31325;T05 Print and send confirmation of receipt;complete;Group 2;20.957
case-7990;T06 Determine necessity of stop advice-complete;Resource01;2011/07/07 13:56:49.249;Variant 1;1;Internet;General;Group 8;Resource11;task-31322;T06 Determine necessity of stop advice;complete;Group 1;43.611
case-7990;T10 Determine necessity to stop indication-complete;Resource01;2011/07/07 13:57:51.625;Variant 1;1;Internet;General;Group 8;Resource11;task-31326;T10 Determine necessity to stop indication;complete;Group 1;62.376
case-7991;Confirmation of receipt-complete;Resource01;2011/06/30 15:02:42.489;Variant 1;1;Internet;General;Group 8;Resource01;task-28395;Confirmation of receipt;complete;Group 1;0.0
case-7991;T02 Check confirmation of receipt-complete;Resource01;2011/06/30 15:03:28.599;Variant 1;1;Internet;General;Group 8;Resource01;task-30526;T02 Check confirmation of receipt;complete;Group 4;46.11
case-7991;T04 Determine confirmation of receipt-complete;Resource01;2011/06/30 15:03:54.462;Variant 1;1;Internet;General;Group 8;Resource01;task-30528;T04 Determine confirmation of receipt;complete;Group 3;25.863
case-7991;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/30 15:04:12.766;Variant 1;1;Internet;General;Group 8;Resource01;task-30529;T05 Print and send confirmation of receipt;complete;Group 2;18.304
case-7991;T06 Determine necessity of stop advice-complete;Resource01;2011/06/30 15:04:28.205;Variant 1;1;Internet;General;Group 8;Resource01;task-30527;T06 Determine necessity of stop advice;complete;Group 1;15.439
case-7991;T10 Determine necessity to stop indication-complete;Resource01;2011/06/30 15:05:11.046;Variant 1;1;Internet;General;Group 8;Resource01;task-30530;T10 Determine necessity to stop indication;complete;Group 1;42.841
case-8011;Confirmation of receipt-complete;Resource01;2011/06/30 14:42:27.967;Variant 1;1;Internet;General;Group 8;Resource11;task-28441;Confirmation of receipt;complete;Group 1;0.0
case-8011;T02 Check confirmation of receipt-complete;Resource01;2011/06/30 14:42:49.289;Variant 1;1;Internet;General;Group 8;Resource11;task-30506;T02 Check confirmation of receipt;complete;Group 4;21.322
case-8011;T04 Determine confirmation of receipt-complete;Resource01;2011/06/30 14:43:05.822;Variant 1;1;Internet;General;Group 8;Resource11;task-30508;T04 Determine confirmation of receipt;complete;Group 3;16.533
case-8011;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/30 14:43:21.785;Variant 1;1;Internet;General;Group 8;Resource11;task-30509;T05 Print and send confirmation of receipt;complete;Group 2;15.963
case-8011;T06 Determine necessity of stop advice-complete;Resource01;2011/06/30 14:43:42.808;Variant 1;1;Internet;General;Group 8;Resource11;task-30507;T06 Determine necessity of stop advice;complete;Group 1;21.023
case-8011;T10 Determine necessity to stop indication-complete;Resource01;2011/06/30 14:44:05.382;Variant 1;1;Internet;General;Group 8;Resource11;task-30510;T10 Determine necessity to stop indication;complete;Group 1;22.574
case-8012;Confirmation of receipt-complete;Resource31;2011/07/04 10:12:40.719;Variant 1;1;Internet;General;Group 8;Resource11;task-28454;Confirmation of receipt;complete;Group 1;0.0
case-8012;T02 Check confirmation of receipt-complete;Resource31;2011/07/04 10:14:51.421;Variant 1;1;Internet;General;Group 8;Resource11;task-30685;T02 Check confirmation of receipt;complete;Group 4;130.702
case-8012;T04 Determine confirmation of receipt-complete;Resource31;2011/07/04 10:15:50.379;Variant 1;1;Internet;General;Group 8;Resource11;task-30687;T04 Determine confirmation of receipt;complete;Group 3;58.958
case-8012;T05 Print and send confirmation of receipt-complete;Resource31;2011/07/04 10:16:30.345;Variant 1;1;Internet;General;Group 8;Resource11;task-30689;T05 Print and send confirmation of receipt;complete;Group 2;39.966
case-8012;T06 Determine necessity of stop advice-complete;Resource31;2011/07/04 10:17:15.429;Variant 1;1;Internet;General;Group 8;Resource11;task-30686;T06 Determine necessity of stop advice;complete;Group 1;45.084
case-8012;T10 Determine necessity to stop indication-complete;Resource31;2011/07/04 10:18:17.096;Variant 1;1;Internet;General;Group 8;Resource11;task-30691;T10 Determine necessity to stop indication;complete;Group 1;61.667
case-8014;Confirmation of receipt-complete;Resource31;2011/07/04 11:29:01.430;Variant 11;11;Internet;General;Group 8;Resource11;task-28465;Confirmation of receipt;complete;Group 1;0.0
case-8014;T02 Check confirmation of receipt-complete;Resource31;2011/07/04 11:32:08.699;Variant 11;11;Internet;General;Group 8;Resource11;task-30733;T02 Check confirmation of receipt;complete;Group 4;187.269
case-8014;T04 Determine confirmation of receipt-complete;Resource31;2011/07/04 11:32:34.009;Variant 11;11;Internet;General;Group 8;Resource11;task-30737;T04 Determine confirmation of receipt;complete;Group 3;25.31
case-8014;T06 Determine necessity of stop advice-complete;Resource31;2011/07/04 11:33:07.186;Variant 11;11;Internet;General;Group 8;Resource11;task-30734;T06 Determine necessity of stop advice;complete;Group 1;33.177
case-8014;T05 Print and send confirmation of receipt-complete;Resource31;2011/07/04 11:34:29.418;Variant 11;11;Internet;General;Group 8;Resource11;task-30738;T05 Print and send confirmation of receipt;complete;Group 2;82.232
case-8014;T10 Determine necessity to stop indication-complete;Resource31;2011/07/04 11:35:19.324;Variant 11;11;Internet;General;Group 8;Resource11;task-30740;T10 Determine necessity to stop indication;complete;Group 1;49.906
case-8015;Confirmation of receipt-complete;Resource07;2011/07/05 08:56:27.430;Variant 1;1;Internet;General;Group 8;Resource11;task-28466;Confirmation of receipt;complete;Group 1;0.0
case-8015;T02 Check confirmation of receipt-complete;Resource07;2011/07/05 08:57:29.772;Variant 1;1;Internet;General;Group 8;Resource11;task-30894;T02 Check confirmation of receipt;complete;Group 4;62.342
case-8015;T04 Determine confirmation of receipt-complete;Resource07;2011/07/05 08:58:02.540;Variant 1;1;Internet;General;Group 8;Resource11;task-30896;T04 Determine confirmation of receipt;complete;Group 3;32.768
case-8015;T05 Print and send confirmation of receipt-complete;Resource07;2011/07/05 08:58:26.947;Variant 1;1;Internet;General;Group 8;Resource11;task-30897;T05 Print and send confirmation of receipt;complete;Group 2;24.407
case-8015;T06 Determine necessity of stop advice-complete;Resource07;2011/07/05 08:59:30.379;Variant 1;1;Internet;General;Group 8;Resource11;task-30895;T06 Determine necessity of stop advice;complete;Group 1;63.432
case-8015;T10 Determine necessity to stop indication-complete;Resource07;2011/07/05 09:00:22.750;Variant 1;1;Internet;General;Group 8;Resource11;task-30898;T10 Determine necessity to stop indication;complete;Group 1;52.371
case-8016;Confirmation of receipt-complete;Resource01;2011/07/14 11:57:04.590;Variant 1;1;Internet;General;Group 8;Resource11;task-28470;Confirmation of receipt;complete;EMPTY;0.0
case-8016;T02 Check confirmation of receipt-complete;Resource01;2011/07/14 11:57:40.065;Variant 1;1;Internet;General;Group 8;Resource11;task-31992;T02 Check confirmation of receipt;complete;Group 4;35.475
case-8016;T04 Determine confirmation of receipt-complete;Resource01;2011/07/14 11:57:59.754;Variant 1;1;Internet;General;Group 8;Resource11;task-31994;T04 Determine confirmation of receipt;complete;Group 3;19.689
case-8016;T05 Print and send confirmation of receipt-complete;Resource01;2011/07/14 11:58:35.065;Variant 1;1;Internet;General;Group 8;Resource11;task-31995;T05 Print and send confirmation of receipt;complete;Group 2;35.311
case-8016;T06 Determine necessity of stop advice-complete;Resource01;2011/07/14 11:59:01.101;Variant 1;1;Internet;General;Group 8;Resource11;task-31993;T06 Determine necessity of stop advice;complete;Group 1;26.036
case-8016;T10 Determine necessity to stop indication-complete;Resource01;2011/07/14 11:59:33.707;Variant 1;1;Internet;General;Group 8;Resource11;task-31996;T10 Determine necessity to stop indication;complete;Group 1;32.606
case-8017;Confirmation of receipt-complete;Resource16;2011/07/04 15:32:23.852;Variant 1;1;Internet;General;Group 8;Resource11;task-28474;Confirmation of receipt;complete;Group 1;0.0
case-8017;T02 Check confirmation of receipt-complete;Resource16;2011/07/04 15:33:13.474;Variant 1;1;Internet;General;Group 8;Resource11;task-30837;T02 Check confirmation of receipt;complete;Group 4;49.622
case-8017;T04 Determine confirmation of receipt-complete;Resource16;2011/07/04 15:33:54.454;Variant 1;1;Internet;General;Group 8;Resource11;task-30839;T04 Determine confirmation of receipt;complete;Group 3;40.98
case-8017;T05 Print and send confirmation of receipt-complete;Resource16;2011/07/04 15:34:34.278;Variant 1;1;Internet;General;Group 8;Resource11;task-30843;T05 Print and send confirmation of receipt;complete;Group 2;39.824
case-8017;T06 Determine necessity of stop advice-complete;Resource16;2011/07/04 15:35:05.342;Variant 1;1;Internet;General;Group 8;Resource11;task-30838;T06 Determine necessity of stop advice;complete;Group 1;31.064
case-8017;T10 Determine necessity to stop indication-complete;Resource16;2011/07/04 15:36:05.754;Variant 1;1;Internet;General;Group 8;Resource11;task-30846;T10 Determine necessity to stop indication;complete;Group 1;60.412
case-8018;Confirmation of receipt-complete;Resource01;2011/06/30 15:34:21.881;Variant 1;1;Internet;General;Group 8;Resource11;task-28475;Confirmation of receipt;complete;Group 1;0.0
case-8018;T02 Check confirmation of receipt-complete;Resource01;2011/06/30 15:34:41.856;Variant 1;1;Internet;General;Group 8;Resource11;task-30549;T02 Check confirmation of receipt;complete;Group 4;19.975
case-8018;T04 Determine confirmation of receipt-complete;Resource01;2011/06/30 15:35:01.003;Variant 1;1;Internet;General;Group 8;Resource11;task-30551;T04 Determine confirmation of receipt;complete;Group 3;19.147
case-8018;T05 Print and send confirmation of receipt-complete;Resource01;2011/06/30 15:35:15.166;Variant 1;1;Internet;General;Group 8;Resource11;task-30552;T05 Print and send confirmation of receipt;complete;Group 2;14.163
case-8018;T06 Determine necessity of stop advice-complete;Resource01;2011/06/30 15:35:33.071;Variant 1;1;Internet;General;Group 8;Resource11;task-30550;T06 Determine necessity of stop advice;complete;Group 1;17.905
case-8018;T10 Determine necessity to stop indication-complete;Resource01;2011/06/30 15:35:56.264;Variant 1;1;Internet;General;Group 8;Resource11;task-30553;T10 Determine necessity to stop indication;complete;Group 1;23.193
case-8019;Confirmation of receipt-complete;admin2;2011/06/21 08:32:35.088;Variant 3;3;Internet;General;Group 8;Resource01;task-28476;Confirmation of receipt;complete;Group 1;0.0
case-8020;Confirmation of receipt-complete;Resource01;2011/07/07 09:31:06.477;Variant 1;1;Internet;General;Group 8;Resource11;task-28486;Confirmation of receipt;complete;EMPTY;0.0
case-8020;T02 Check confirmation of receipt-complete;Resource01;2011/07/07 09:31:34.336;Variant 1;1;Internet;General;Group 8;Resource11;task-31242;T02 Check confirmation of receipt;complete;Group 4;27.859
case-8020;T04 Determine confirmation of receipt-complete;Resource01;2011/07/07 09:31:54.384;Variant 1;1;Internet;General;Group 8;Resource11;task-31244;T04 Determine confirmation of receipt;complete;Group 3;20.048
case-8020;T05 Print and send confirmation of receipt-complete;Resource01;2011/07/07 09:32:10.716;Variant 1;1;Internet;General;Group 8;Resource11;task-31245;T05 Print and send confirmation of receipt;complete;Group 2;16.332
case-8020;T06 Determine necessity of stop advice-complete;Resource01;2011/07/07 09:32:28.272;Variant 1;1;Internet;General;Group 8;Resource11;task-31243;T06 Determine necessity of stop advice;complete;Group 1;17.556
case-8020;T10 Determine necessity to stop indication-complete;Resource01;2011/07/07 09:33:05.852;Variant 1;1;Internet;General;Group 8;Resource11;task-31246;T10 Determine necessity to stop indication;complete;Group 1;37.58
case-8021;Confirmation of receipt-complete;Resource13;2011/06/28 12:53:07.115;Variant 7;7;Internet;General;Group 5;Resource13;task-28492;Confirmation of receipt;complete;EMPTY;0.0
case-8021;T02 Check confirmation of receipt-complete;Resource13;2011/06/28 12:53:42.995;Variant 7;7;Internet;General;Group 5;Resource13;task-30114;T02 Check confirmation of receipt;complete;EMPTY;35.88
case-8021;T06 Determine necessity of stop advice-complete;Resource13;2011/06/28 12:54:03.737;Variant 7;7;Internet;General;Group 5;Resource13;task-30115;T06 Determine necessity of stop advice;complete;Group 1;20.742
case-8021;T04 Determine confirmation of receipt-complete;Resource13;2011/06/28 12:55:03.585;Variant 7;7;Internet;General;Group 5;Resource13;task-30116;T04 Determine confirmation of receipt;complete;EMPTY;59.848
case-8021;T05 Print and send confirmation of receipt-complete;Resource13;2011/06/28 12:55:45.290;Variant 7;7;Internet;General;Group 5;Resource13;task-30118;T05 Print and send confirmation of receipt;complete;Group 2;41.705
case-8021;T10 Determine necessity to stop indication-complete;Resource13;2011/06/28 12:56:02.083;Variant 7;7;Internet;General;Group 5;Resource13;task-30117;T10 Determine necessity to stop indication;complete;Group 1;16.793
