Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-663749238;Completed-Closed;Jitender;2012/02/27 16:16:08.000;Variant 3;3;Completed;Low;Closed;Org line C;E_10;in;G263 2nd;PROD104;Sweden;1551305.0
1-663851111;Accepted-In Progress;Leif;2012/02/09 16:36:08.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_10;se;G285 2nd;PROD646;Sweden;0.0
1-663851111;Completed-Closed;Leif;2012/03/01 10:40:26.000;Variant 1;1;Completed;High;Closed;Org line C;E_10;se;G285 2nd;PROD646;Sweden;1793058.0
1-663891165;Accepted-In Progress;Trevor;2012/02/09 16:39:02.000;Variant 17;17;Accepted;Medium;In Progress;Org line C;C_4;se;G155 3rd;PROD673;United Kingdom;0.0
1-663891165;Accepted-Assigned;Trevor;2012/02/10 13:50:20.000;Variant 17;17;Accepted;Medium;Assigned;Org line C;C_4;se;G155 3rd;PROD673;United Kingdom;76278.0
1-663891165;Accepted-In Progress;Trevor;2012/02/10 17:42:31.000;Variant 17;17;Accepted;Medium;In Progress;Org line C;C_4;se;G155 3rd;PROD673;United Kingdom;13931.0
1-663891165;Accepted-Wait;Trevor;2012/02/17 15:58:54.000;Variant 17;17;Accepted;Medium;Wait;Org line C;C_4;se;G155 3rd;PROD673;United Kingdom;598583.0
1-663891165;Completed-Closed;Trevor;2012/03/19 16:19:14.000;Variant 17;17;Completed;Medium;Closed;Org line C;C_4;se;G155 3rd;PROD673;United Kingdom;2679620.0
1-664001411;Accepted-In Progress;Bhavesh;2012/02/09 17:24:55.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;OTHERS;Sweden;0.0
1-664001411;Completed-Closed;Bhavesh;2012/03/13 08:36:51.000;Variant 1;1;Completed;High;Closed;Org line C;E_4;us;G88 2nd;OTHERS;Sweden;2819516.0
1-664579051;Accepted-In Progress;Katarina;2012/02/10 08:52:07.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-664579051;Completed-Closed;Katarina;2012/02/29 14:32:49.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;1662042.0
1-664730121;Accepted-In Progress;Aditi;2012/02/10 09:47:38.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_10;in;G271 2nd;PROD802;Sweden;0.0
1-664730121;Accepted-Wait;Aditi;2012/02/10 10:03:08.000;Variant 3;3;Accepted;Medium;Wait;Org line C;E_10;in;G271 2nd;PROD802;Sweden;930.0
1-664730121;Completed-Closed;Aditi;2012/02/17 14:38:15.000;Variant 3;3;Completed;Medium;Closed;Org line C;E_10;in;G271 2nd;PROD802;Sweden;621307.0
1-664912261;Accepted-In Progress;Dimitri;2012/02/10 10:12:35.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_4;fr;W6 2nd;PROD66;France;0.0
1-664912261;Completed-Closed;Dimitri;2012/03/12 10:15:30.000;Variant 1;1;Completed;High;Closed;Org line A2;A2_4;fr;W6 2nd;PROD66;France;2678575.0
1-669144071;Accepted-In Progress;Binod;2012/02/11 19:12:48.000;Variant 1;1;Accepted;High;In Progress;Org line A2;D_1;in;G123 2nd;PROD605;INDIA;0.0
1-669144071;Completed-Closed;Binod;2012/02/11 19:37:05.000;Variant 1;1;Completed;High;Closed;Org line A2;D_1;in;G123 2nd;PROD605;INDIA;1457.0
1-669202942;Accepted-In Progress;Per;2012/02/12 21:01:32.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-669202942;Completed-Closed;Per;2012/03/27 23:15:40.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;3809648.0
1-669804759;Accepted-In Progress;Peter;2012/02/13 08:03:37.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_7;se;G160 2nd;PROD673;Sweden;0.0
1-669804759;Completed-Closed;Peter;2012/04/01 17:50:09.000;Variant 1;1;Completed;High;Closed;Org line C;E_7;se;G160 2nd;PROD673;Sweden;4182392.0
1-670052598;Accepted-In Progress;Jörgen;2012/02/13 11:04:11.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_3;se;G349 3rd;PROD80;Sweden;0.0
1-670052598;Completed-Closed;Jörgen;2012/02/20 11:40:36.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_3;se;G349 3rd;PROD80;Sweden;606985.0
1-671350354;Accepted-In Progress;Jörgen;2012/02/13 13:55:26.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_3;se;G349 3rd;PROD80;Sweden;0.0
1-671350354;Completed-Closed;Jörgen;2012/02/20 11:40:51.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_3;se;G349 3rd;PROD80;Sweden;596725.0
1-671512033;Accepted-In Progress;Satish;2012/02/13 12:10:55.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_10;in;G271 2nd;PROD802;Sweden;0.0
1-671512033;Completed-Closed;Satish;2012/02/14 09:31:28.000;Variant 1;1;Completed;Medium;Closed;Org line C;E_10;in;G271 2nd;PROD802;Sweden;76833.0
1-671933304;Accepted-In Progress;Lisbeth;2012/02/13 16:50:57.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_5;se;A10;PROD320;Sweden;0.0
1-671933304;Accepted-Wait;Lisbeth;2012/02/23 09:22:58.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_5;se;A10;PROD320;Sweden;837121.0
1-671933304;Completed-Closed;Lisbeth;2012/04/16 11:55:25.000;Variant 3;3;Completed;Medium;Closed;Org line A2;A2_5;se;A10;PROD320;Sweden;4588347.0
1-672299434;Accepted-In Progress;Tomas;2012/02/13 13:37:00.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_4;se;G155 3rd;PROD673;Sweden;0.0
1-672299434;Accepted-In Progress;Tomas;2012/02/13 22:43:09.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_4;se;G155 3rd;PROD673;Sweden;32769.0
1-672299434;Completed-Closed;Tomas;2012/03/28 09:56:30.000;Variant 4;4;Completed;Medium;Closed;Org line C;C_4;se;G155 3rd;PROD673;Sweden;3755601.0
1-672647650;Accepted-In Progress;Jörgen;2012/02/13 14:17:55.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_3;se;G349 3rd;PROD93;Sweden;0.0
1-672647650;Completed-Closed;Jörgen;2012/02/13 20:27:03.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_3;se;G349 3rd;PROD93;Sweden;22148.0
1-672740630;Accepted-In Progress;Agneta;2012/02/13 14:57:35.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;0.0
1-672740630;Accepted-In Progress;Agneta;2012/02/13 14:58:23.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;48.0
1-672740630;Completed-Closed;Agneta;2012/03/05 15:02:28.000;Variant 4;4;Completed;Medium;Closed;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;1814645.0
1-672743704;Accepted-In Progress;Ewa;2012/02/13 14:58:36.000;Variant 1;1;Accepted;High;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;0.0
1-672743704;Completed-Closed;Ewa;2012/02/14 10:14:30.000;Variant 1;1;Completed;High;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;69354.0
1-672807011;Accepted-In Progress;Anson;2012/02/13 17:15:25.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_5;cn;N18 2nd;PROD789;China;0.0
1-672807011;Accepted-In Progress;Anson;2012/05/11 13:23:52.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_5;cn;N18 2nd;PROD789;China;7589307.0
1-672807011;Completed-Closed;Anson;2012/05/11 13:24:43.000;Variant 4;4;Completed;Medium;Closed;Org line A2;A2_5;cn;N18 2nd;PROD789;China;51.0
1-672860819;Accepted-In Progress;Agneta;2012/02/13 21:56:19.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;0.0
1-672860819;Accepted-In Progress;Agneta;2012/02/13 21:56:32.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;13.0
1-672860819;Completed-Closed;Agneta;2012/02/16 08:48:49.000;Variant 4;4;Completed;High;Closed;Org line A2;A2_3;se;U6 2nd;PROD831;Sweden;211937.0
1-672862385;Accepted-In Progress;Ward;2012/02/14 05:26:05.000;Variant 11;11;Accepted;Medium;In Progress;Org line A2;A2_4;be;G7 3rd;PROD737;Belgium;0.0
1-672862385;Queued-Awaiting Assignment;Ward;2012/02/14 05:28:26.000;Variant 11;11;Queued;Medium;Awaiting Assignment;Org line A2;A2_4;be;G7 3rd;PROD737;Belgium;141.0
1-672862385;Accepted-In Progress;Ward;2012/02/28 11:13:07.000;Variant 11;11;Accepted;Medium;In Progress;Org line F;;be;G207 2nd;PROD737;Belgium;1230281.0
1-672862385;Queued-Awaiting Assignment;Ingmar;2012/02/28 11:14:57.000;Variant 11;11;Queued;Medium;Awaiting Assignment;Org line A2;A2_4;be;G7 3rd;PROD737;Belgium;110.0
1-672862385;Accepted-In Progress;Ingmar;2012/02/28 11:17:50.000;Variant 11;11;Accepted;Medium;In Progress;Org line A2;A2_4;be;G7 3rd;PROD737;Belgium;173.0
1-672862385;Completed-Closed;Ingmar;2012/05/15 11:09:18.000;Variant 11;11;Completed;Medium;Closed;Org line A2;A2_4;be;G7 3rd;PROD737;Belgium;6652288.0
1-672975080;Queued-Awaiting Assignment;Leif;2012/02/14 09:48:36.000;Variant 8;8;Queued;Major;Awaiting Assignment;Org line C;E_10;se;G285 2nd;PROD209;Sweden;0.0
1-672975080;Accepted-In Progress;Steve;2012/02/14 14:47:11.000;Variant 8;8;Accepted;Major;In Progress;Org line C;E_10;se;G285 2nd;PROD209;Belgium;17915.0
1-672975080;Completed-Closed;Steve;2012/02/15 11:00:42.000;Variant 8;8;Completed;Major;Closed;Org line C;E_10;se;G285 2nd;PROD209;Belgium;72811.0
1-673056371;Accepted-In Progress;Torbjörn;2012/02/14 09:06:50.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD397;Sweden;0.0
1-673056371;Completed-Closed;Torbjörn;2012/04/19 20:09:38.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD397;Sweden;5655768.0
1-673143636;Accepted-In Progress;Ewa;2012/02/14 12:38:20.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;0.0
1-673143636;Completed-Closed;Ewa;2012/02/14 12:53:55.000;Variant 1;1;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;935.0
1-673151866;Accepted-In Progress;Erik;2012/02/14 10:46:27.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S29 2nd;PROD176;Sweden;0.0
1-673151866;Completed-Closed;Erik;2012/02/14 15:19:06.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S29 2nd;PROD176;Sweden;16359.0
1-673224718;Accepted-In Progress;Vesa;2012/02/14 12:50:22.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;C_6;se;G268 3rd;PROD805;Sweden;0.0
1-673224718;Queued-Awaiting Assignment;Vesa;2012/02/14 12:55:42.000;Variant 9;9;Queued;Medium;Awaiting Assignment;Org line C;C_6;se;G268 3rd;PROD805;Sweden;320.0
1-673224718;Accepted-In Progress;Björn;2012/02/14 16:23:07.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;C_6;se;G268 3rd;PROD805;Sweden;12445.0
1-673224718;Accepted-Wait;Björn;2012/04/19 14:42:59.000;Variant 9;9;Accepted;Medium;Wait;Org line C;C_6;se;G268 3rd;PROD805;Sweden;5609992.0
1-673224718;Completed-Closed;Björn;2012/05/14 16:40:59.000;Variant 9;9;Completed;Medium;Closed;Org line C;C_6;se;G268 3rd;PROD805;Sweden;2167080.0
1-673359575;Accepted-In Progress;Ray;2012/02/14 15:32:26.000;Variant 27;27;Accepted;Low;In Progress;Org line A2;A2_4;in;G17 3rd;PROD66;Sweden;0.0
1-673359575;Accepted-Wait;Ray;2012/02/14 15:36:30.000;Variant 27;27;Accepted;Low;Wait;Org line A2;A2_4;in;G17 3rd;PROD66;Sweden;244.0
1-673359575;Accepted-Wait;Ray;2012/02/16 14:31:15.000;Variant 27;27;Accepted;Low;Wait;Org line A2;A2_4;in;G17 3rd;PROD66;Sweden;168885.0
1-673359575;Accepted-In Progress;Ray;2012/03/30 16:10:58.000;Variant 27;27;Accepted;Low;In Progress;Org line A2;A2_4;in;G17 3rd;PROD66;Sweden;3721183.0
1-673359575;Completed-Closed;Ray;2012/03/30 16:11:47.000;Variant 27;27;Completed;Low;Closed;Org line A2;A2_4;in;G17 3rd;PROD66;Sweden;49.0
1-673405851;Accepted-In Progress;Mikael;2012/02/14 15:26:19.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;M13 2nd;PROD705;Sweden;0.0
1-673405851;Completed-Closed;Mikael;2012/02/29 14:41:13.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_4;se;M13 2nd;PROD705;Sweden;1293294.0
1-673434441;Accepted-In Progress;Mikael;2012/02/14 17:19:57.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-673434441;Completed-Closed;Mikael;2012/03/20 17:33:11.000;Variant 1;1;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;3024794.0
1-673487817;Accepted-In Progress;Pratap;2012/02/14 19:00:21.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_4;in;G87 2nd;PROD168;INDIA;0.0
1-673487817;Accepted-Wait;Pratap;2012/02/20 08:40:07.000;Variant 3;3;Accepted;Medium;Wait;Org line C;E_4;in;G87 2nd;PROD168;INDIA;481186.0
1-673487817;Completed-Closed;Pratap;2012/02/20 18:07:08.000;Variant 3;3;Completed;Medium;Closed;Org line C;E_4;in;G87 2nd;PROD168;INDIA;34021.0
1-675046360;Accepted-In Progress;Lisbeth;2012/02/15 15:53:08.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_5;se;A10;PROD320;Sweden;0.0
1-675046360;Accepted-Wait;Lisbeth;2012/02/22 13:45:37.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_5;se;A10;PROD320;Sweden;597149.0
1-675046360;Completed-Closed;Lisbeth;2012/03/09 16:21:48.000;Variant 3;3;Completed;Medium;Closed;Org line A2;A2_5;se;A10;PROD320;Sweden;1391771.0
1-675115616;Accepted-In Progress;Ray;2012/02/15 12:05:04.000;Variant 1;1;Accepted;Low;In Progress;Org line A2;A2_4;in;G17 3rd;PROD194;Sweden;0.0
1-675115616;Completed-Closed;Ray;2012/05/29 09:38:52.000;Variant 1;1;Completed;Low;Closed;Org line A2;A2_4;in;G17 3rd;PROD194;Sweden;8976828.0
1-675150191;Accepted-In Progress;Krzysztof;2012/02/15 11:57:26.000;Variant 72;72;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;0.0
1-675150191;Accepted-Assigned;Krzysztof;2012/02/15 12:04:34.000;Variant 72;72;Accepted;Medium;Assigned;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;428.0
1-675150191;Accepted-In Progress;Krzysztof;2012/02/16 12:15:34.000;Variant 72;72;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;87060.0
1-675150191;Accepted-Wait;Krzysztof;2012/03/28 12:23:58.000;Variant 72;72;Accepted;Medium;Wait;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;3542904.0
1-675150191;Accepted-In Progress;Krzysztof;2012/04/11 13:49:27.000;Variant 72;72;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;1214729.0
1-675150191;Accepted-Wait;Krzysztof;2012/04/11 16:10:11.000;Variant 72;72;Accepted;Medium;Wait;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;8444.0
1-675150191;Completed-Closed;Krzysztof;2012/04/27 10:37:00.000;Variant 72;72;Completed;Medium;Closed;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;1362409.0
1-675150672;Accepted-In Progress;Mikael;2012/02/15 11:26:37.000;Variant 2;2;Accepted;Major;In Progress;Org line A2;A2_3;se;V23 2nd;PROD221;Sweden;0.0
1-675150672;Queued-Awaiting Assignment;Mikael;2012/02/15 11:27:23.000;Variant 2;2;Queued;Major;Awaiting Assignment;Org line A2;A2_3;se;V23 2nd;PROD221;Sweden;46.0
1-675150672;Accepted-In Progress;Mikael;2012/02/20 13:46:17.000;Variant 2;2;Accepted;Major;In Progress;Org line G4;;se;M22 2nd;PROD221;Sweden;440334.0
1-675150672;Accepted-Assigned;Peter;2012/04/25 16:04:42.000;Variant 2;2;Accepted;Major;Assigned;Org line A2;A2_3;se;V23 2nd;PROD221;Sweden;5624305.0
1-675150672;Accepted-In Progress;Mikael;2012/04/25 16:04:43.000;Variant 2;2;Accepted;Major;In Progress;Org line A2;A2_3;se;V23 2nd;PROD221;Sweden;1.0
1-675150672;Completed-Closed;Mikael;2012/04/25 16:07:50.000;Variant 2;2;Completed;Major;Closed;Org line A2;A2_3;se;V23 2nd;PROD221;Sweden;187.0
1-675664904;Accepted-In Progress;Ewa;2012/02/15 13:55:14.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;0.0
1-675664904;Completed-Closed;Ewa;2012/02/15 13:55:56.000;Variant 1;1;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;42.0
1-675685459;Accepted-In Progress;Prashant;2012/02/15 15:57:25.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;INDIA;0.0
1-675685459;Accepted-Wait;Prashant;2012/02/15 16:00:08.000;Variant 53;53;Accepted;High;Wait;Org line C;E_4;us;G88 2nd;PROD793;INDIA;163.0
1-675685459;Completed-Closed;Prashant;2012/02/27 12:44:46.000;Variant 53;53;Completed;High;Closed;Org line C;E_4;us;G88 2nd;PROD793;INDIA;1025078.0
1-675685459;Accepted-In Progress;Prashant;2012/03/07 08:20:08.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;INDIA;761722.0
1-675685459;Queued-Awaiting Assignment;Robert;2012/03/07 08:22:21.000;Variant 53;53;Queued;High;Awaiting Assignment;Org line C;E_4;us;G88 2nd;PROD793;USA;133.0
1-675685459;Accepted-In Progress;Vaibhav;2012/03/12 19:20:37.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;Sweden;471496.0
1-675685459;Completed-Closed;Vaibhav;2012/03/12 19:20:52.000;Variant 53;53;Completed;High;Closed;Org line C;E_4;us;G88 2nd;PROD793;Sweden;15.0
1-675739721;Accepted-In Progress;Edward;2012/02/15 15:01:20.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;;us;N6 2nd;PROD378;USA;0.0
1-675739721;Completed-Closed;Edward;2012/04/02 16:56:26.000;Variant 1;1;Completed;Medium;Closed;Org line C;;us;N6 2nd;PROD378;USA;4067706.0
1-675758382;Accepted-In Progress;Lisbeth;2012/02/15 16:05:28.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_5;se;A10;PROD320;Sweden;0.0
1-675758382;Accepted-Wait;Lisbeth;2012/02/22 13:46:24.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_5;se;A10;PROD320;Sweden;596456.0
1-675758382;Completed-Closed;Lisbeth;2012/03/09 16:20:43.000;Variant 3;3;Completed;Medium;Closed;Org line A2;A2_5;se;A10;PROD320;Sweden;1391659.0
1-675758444;Accepted-In Progress;Lisbeth;2012/02/15 16:58:48.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_5;se;A10;PROD320;Sweden;0.0
1-675758444;Completed-Closed;Lisbeth;2012/04/16 11:58:44.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_5;se;A10;PROD320;Sweden;5252396.0
1-675797761;Accepted-In Progress;Prashant;2012/02/15 15:44:16.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;INDIA;0.0
1-675797761;Accepted-Wait;Prashant;2012/02/17 12:15:31.000;Variant 53;53;Accepted;High;Wait;Org line C;E_4;us;G88 2nd;PROD793;INDIA;160275.0
1-675797761;Completed-Closed;Prashant;2012/02/29 10:05:59.000;Variant 53;53;Completed;High;Closed;Org line C;E_4;us;G88 2nd;PROD793;INDIA;1029028.0
1-675797761;Accepted-In Progress;Prashant;2012/03/07 08:22:33.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;INDIA;598594.0
1-675797761;Queued-Awaiting Assignment;Robert;2012/03/07 08:24:27.000;Variant 53;53;Queued;High;Awaiting Assignment;Org line C;E_4;us;G88 2nd;PROD793;USA;114.0
1-675797761;Accepted-In Progress;Bhavesh;2012/03/13 11:40:45.000;Variant 53;53;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD793;Sweden;530178.0
1-675797761;Completed-Closed;Bhavesh;2012/03/13 11:40:54.000;Variant 53;53;Completed;High;Closed;Org line C;E_4;us;G88 2nd;PROD793;Sweden;9.0
1-675828021;Queued-Awaiting Assignment;Kymaria;2012/02/15 16:49:28.000;Variant 8;8;Queued;Major;Awaiting Assignment;Org line C;V3_3;us;N22 2nd;PROD835;USA;0.0
1-675828021;Accepted-In Progress;Kymaria;2012/02/17 16:20:31.000;Variant 8;8;Accepted;Major;In Progress;Org line C;V3_3;us;N22 2nd;PROD835;USA;171063.0
1-675828021;Completed-Closed;Kymaria;2012/03/23 16:11:03.000;Variant 8;8;Completed;Major;Closed;Org line C;V3_3;us;N22 2nd;PROD835;USA;3023432.0
1-678370811;Accepted-In Progress;Trevor;2012/02/16 09:10:58.000;Variant 4;4;Accepted;Low;In Progress;Org line C;V3_3;gb;W1;PROD673;United Kingdom;0.0
1-678370811;Accepted-In Progress;Trevor;2012/02/16 10:34:16.000;Variant 4;4;Accepted;Low;In Progress;Org line C;V3_3;gb;W1;PROD673;United Kingdom;4998.0
1-678370811;Completed-Closed;Trevor;2012/02/17 10:02:45.000;Variant 4;4;Completed;Low;Closed;Org line C;V3_3;gb;W1;PROD673;United Kingdom;84509.0
1-678626550;Accepted-Assigned;Samira;2012/02/16 11:22:52.000;Variant 18;18;Accepted;Medium;Assigned;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-678626550;Accepted-In Progress;Samira;2012/05/02 12:00:11.000;Variant 18;18;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;6568639.0
1-678626550;Completed-Closed;Samira;2012/05/02 12:03:30.000;Variant 18;18;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD448;Sweden;199.0
1-679235759;Accepted-In Progress;Ewa;2012/02/16 12:01:43.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;0.0
1-679235759;Completed-Closed;Ewa;2012/02/16 12:05:54.000;Variant 1;1;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;251.0
1-681706381;Accepted-In Progress;Maltesh;2012/02/16 23:42:04.000;Variant 1;1;Accepted;Major;In Progress;Org line B;E_10;in;G238 2nd;PROD209;INDIA;0.0
1-681706381;Completed-Closed;Maltesh;2012/03/08 09:48:50.000;Variant 1;1;Completed;Major;Closed;Org line B;E_10;in;G238 2nd;PROD209;INDIA;1764406.0
1-681864502;Accepted-In Progress;Samira;2012/02/17 09:57:37.000;Variant 6;6;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-681864502;Accepted-Assigned;Samira;2012/02/17 10:01:05.000;Variant 6;6;Accepted;Low;Assigned;Org line G4;;se;S33 2nd;PROD448;Sweden;208.0
1-681864502;Accepted-In Progress;Samira;2012/05/02 12:04:26.000;Variant 6;6;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;6487401.0
1-681864502;Completed-Closed;Samira;2012/05/29 09:45:23.000;Variant 6;6;Completed;Low;Closed;Org line G4;;se;S33 2nd;PROD448;Sweden;2324457.0
1-681929091;Accepted-In Progress;David;2012/02/17 09:50:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line C;C_6;se;G278 3rd;PROD631;Sweden;0.0
1-681929091;Queued-Awaiting Assignment;David;2012/02/17 09:53:16.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line C;C_6;se;G278 3rd;PROD631;Sweden;161.0
1-681929091;Accepted-In Progress;David;2012/03/21 08:19:43.000;Variant 2;2;Accepted;Medium;In Progress;Org line C;C_6;se;G278 3rd;PROD631;Sweden;2845587.0
1-681929091;Accepted-Assigned;Mattias;2012/04/25 14:15:52.000;Variant 2;2;Accepted;Medium;Assigned;Org line C;C_6;se;G278 3rd;PROD631;Sweden;3045369.0
1-681929091;Accepted-In Progress;Martin;2012/04/25 15:23:48.000;Variant 2;2;Accepted;Medium;In Progress;Org line C;C_6;se;G278 3rd;PROD631;Sweden;4076.0
1-681929091;Completed-Closed;Martin;2012/04/25 15:25:41.000;Variant 2;2;Completed;Medium;Closed;Org line C;C_6;se;G278 3rd;PROD631;Sweden;113.0
1-682059903;Accepted-In Progress;Mikael;2012/02/17 16:39:05.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_10;se;G291 2nd;PROD660;Sweden;0.0
1-682059903;Queued-Awaiting Assignment;Mikael;2012/02/17 16:54:56.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_10;se;G291 2nd;PROD660;Sweden;951.0
1-682059903;Accepted-In Progress;Mikael;2012/02/22 10:48:02.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_10;se;G291 2nd;PROD660;Sweden;409986.0
1-682059903;Completed-Closed;Mikael;2012/04/04 08:09:38.000;Variant 5;5;Completed;Medium;Closed;Org line C;E_10;se;G291 2nd;PROD660;Sweden;3619296.0
1-682277823;Accepted-In Progress;Sree;2012/02/17 15:39:29.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_5;us;N4 2nd;PROD668;USA;0.0
1-682277823;Completed-Closed;Sree;2012/02/22 20:32:34.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_5;us;N4 2nd;PROD668;USA;449585.0
1-682342767;Accepted-In Progress;Ulrika;2012/02/17 17:51:32.000;Variant 5;5;Accepted;Major;In Progress;Org line A2;A2_3;us;G361 2nd;PROD214;Sweden;0.0
1-682342767;Queued-Awaiting Assignment;Ulrika;2012/02/17 17:56:15.000;Variant 5;5;Queued;Major;Awaiting Assignment;Org line A2;A2_3;us;G361 2nd;PROD214;Sweden;283.0
1-682342767;Accepted-In Progress;Kymaria;2012/03/23 14:46:14.000;Variant 5;5;Accepted;Major;In Progress;Org line C;V3_3;us;N22 2nd;PROD214;USA;3012599.0
1-682342767;Completed-Closed;Kymaria;2012/03/23 14:52:53.000;Variant 5;5;Completed;Major;Closed;Org line C;V3_3;us;N22 2nd;PROD214;USA;399.0
1-682357851;Queued-Awaiting Assignment;Ulrika;2012/02/17 19:44:15.000;Variant 8;8;Queued;High;Awaiting Assignment;Org line A2;A2_3;se;G361 2nd;PROD655;Sweden;0.0
