Activity;Case ID;Duration;Event_Nr
Accepted-In Progress;1-672807011;656540.0000000105;1
Accepted-In Progress;1-672807011;2.2587103092429787e-09;2
Completed-Closed;1-672807011;119.99999999750091;3
Accepted-In Progress;1-672860819;0.0;1
Accepted-In Progress;1-672860819;1.7950284361610035e-08;2
Completed-Closed;1-672860819;12602775.999999994;3
Accepted-In Progress;1-672862385;0.0;1
Queued-Awaiting Assignment;1-672862385;315.0000000307774;2
Accepted-In Progress;1-672862385;0.0;3
Queued-Awaiting Assignment;1-672862385;0.0;4
Accepted-In Progress;1-672862385;8.478859877999533e-09;5
Completed-Closed;1-672862385;5503231.999999979;6
Queued-Awaiting Assignment;1-672975080;785.0000000194393;1
Accepted-In Progress;1-672975080;63815.99999999473;2
Completed-Closed;1-672975080;7274797.000000002;3
Accepted-In Progress;1-673056371;1.7762553573895766e-08;1
Completed-Closed;1-673056371;808.9999999912411;2
Accepted-In Progress;1-673143636;604028.9999999964;1
Completed-Closed;1-673143636;5079773.000000003;2
Accepted-In Progress;1-673151866;283.99999998981974;1
Completed-Closed;1-673151866;92.99999998637878;2
Accepted-In Progress;1-673224718;6.27023999350422e-09;1
Queued-Awaiting Assignment;1-673224718;190.0000000007928;2
Accepted-In Progress;1-673224718;0.0;3
Accepted-Wait;1-673224718;3688.999999977066;4
Completed-Closed;1-673224718;15.000000004864557;5
Accepted-In Progress;1-673359575;271.000000001973;1
Accepted-Wait;1-673359575;5.999999998110496;2
Accepted-Wait;1-673359575;65.00000000867915;3
Accepted-In Progress;1-673359575;5.76693594304951e-09;4
Completed-Closed;1-673359575;3617912.0000000116;5
Accepted-In Progress;1-673405851;10905313.999999996;1
Completed-Closed;1-673405851;160.0000000170343;2
Accepted-In Progress;1-673434441;0.0;1
Completed-Closed;1-673434441;8464549.000000019;2
Accepted-In Progress;1-673487817;0.0;1
Accepted-Wait;1-673487817;3192565.0000000084;2
Completed-Closed;1-673487817;590413.0000000458;3
Accepted-In Progress;1-675046360;1314440.9999999935;1
Accepted-Wait;1-675046360;9595185.999999998;2
Completed-Closed;1-675046360;5709545.000000015;3
Accepted-In Progress;1-675115616;0.0;1
Completed-Closed;1-675115616;5.0000000029170355;2
Accepted-In Progress;1-675150191;7.468924149288432e-11;1
Accepted-Wait;1-675150191;9744995.0;2
Accepted-In Progress;1-675150191;1.491323995629497e-09;3
Accepted-Wait;1-675150191;598582.9999999929;4
Accepted-In Progress;1-675150191;4485531.000000001;5
Accepted-Wait;1-675150191;33189811.000000004;6
Completed-Closed;1-675150191;678.0000000276389;7
Accepted-In Progress;1-675150672;14071686.999999989;1
Queued-Awaiting Assignment;1-675150672;181.00000002815577;2
Accepted-In Progress;1-675150672;0.0;3
Accepted-Assigned;1-675150672;7.9999999943409135;4
Accepted-In Progress;1-675150672;0.0;5
Completed-Closed;1-675150672;117.00000000426543;6
Accepted-In Progress;1-675664904;0.0;1
Completed-Closed;1-675664904;65065170.999999985;2
Accepted-In Progress;1-675685459;11348.000000004327;1
Completed-Closed;1-675685459;2.0000000125294535;2
Accepted-In Progress;1-675685459;2968.999999973731;3
Queued-Awaiting Assignment;1-675685459;536.0000000175745;4
Accepted-In Progress;1-675685459;21896.000000007632;5
Completed-Closed;1-675685459;6496763.0000000065;6
Accepted-In Progress;1-675739721;3234.999999971201;1
Completed-Closed;1-675739721;251.00000000249798;2
Accepted-In Progress;1-675758382;40420099.0;1
Accepted-Wait;1-675758382;0.0;2
Completed-Closed;1-675758382;8468795.99999997;3
Accepted-In Progress;1-675758444;2.311429408899405e-09;1
Completed-Closed;1-675758444;111165.00000001765;2
Accepted-In Progress;1-675797761;259.9999999945311;1
Completed-Closed;1-675797761;48.99999999042702;2
Accepted-In Progress;1-675797761;151057.99999999732;3
Queued-Awaiting Assignment;1-675797761;152014.9999999968;4
Accepted-In Progress;1-675797761;146469.9999999991;5
Completed-Closed;1-675797761;429010.0000000266;6
Queued-Awaiting Assignment;1-675828021;202.00000000097185;1
Accepted-In Progress;1-675828021;0.0;2
Completed-Closed;1-675828021;437.0000000300119;3
Accepted-In Progress;1-678370811;0.0;1
Accepted-In Progress;1-678370811;5.256620061597006e-09;2
Completed-Closed;1-678370811;848.9999999586183;3
Accepted-Assigned;1-678626550;12.999999955960291;1
Accepted-In Progress;1-678626550;10865465.0;2
Completed-Closed;1-678626550;3310562.999999999;3
Accepted-In Progress;1-679235759;3.947247132385486e-09;1
Completed-Closed;1-679235759;534.999999989136;2
Accepted-In Progress;1-681706381;0.0;1
Completed-Closed;1-681706381;454154.9999999873;2
Accepted-In Progress;1-681864502;8.365068560057284e-09;1
Accepted-Assigned;1-681864502;25.999999994761936;2
Accepted-In Progress;1-681864502;54937602.00000001;3
Completed-Closed;1-681864502;151.99999999861356;4
Accepted-In Progress;1-681929091;2.5019622383694727e-09;1
Queued-Awaiting Assignment;1-681929091;181.00000000226174;2
Accepted-In Progress;1-681929091;1.0155214878382875e-08;3
Accepted-Assigned;1-681929091;19.000000017865492;4
Accepted-In Progress;1-681929091;679732.0000000272;5
Completed-Closed;1-681929091;71.99999999969863;6
Accepted-In Progress;1-682059903;4.575865900076992e-09;1
Queued-Awaiting Assignment;1-682059903;224.00000001116484;2
Accepted-In Progress;1-682059903;15123544.999999993;3
Completed-Closed;1-682059903;239.00000004524338;4
Accepted-In Progress;1-682277823;0.0;1
Completed-Closed;1-682277823;4015124.999999984;2
Accepted-In Progress;1-682342767;602879.999999999;1
Queued-Awaiting Assignment;1-682342767;360.0000000069277;2
Accepted-In Progress;1-682342767;4162533.9999999437;3
Completed-Closed;1-682342767;5863926.999999991;4
Queued-Awaiting Assignment;1-682357851;114.00000002478502;1
Accepted-In Progress;1-682357851;4.5816152985170124e-10;2
Completed-Closed;1-682357851;1195209.0000000193;3
Accepted-In Progress;1-682409211;1.1038453852560949e-08;1
Accepted-Wait;1-682409211;98.9999999962929;2
Completed-Closed;1-682409211;869.0000000022144;3
Accepted-In Progress;1-682409241;3975294.9999999674;1
Accepted-Wait;1-682409241;1056.9999999816262;2
Completed-Closed;1-682409241;3110081.0;3
Accepted-In Progress;1-683064635;3.1255197044674413e-09;1
Completed-Closed;1-683064635;2761846.0000000224;2
Accepted-In Progress;1-683298971;0.0;1
Accepted-Assigned;1-683298971;52.000000000986624;2
Accepted-Wait;1-683298971;20.999999993790247;3
Completed-Closed;1-683298971;1814644.9999999912;4
Accepted-In Progress;1-683752875;7.148092823170177e-09;1
Queued-Awaiting Assignment;1-683752875;141.00000000786952;2
Accepted-In Progress;1-683752875;151058.0000000343;3
Accepted-Wait;1-683752875;598583.0000000077;4
Completed-Closed;1-683752875;1821739.0000000012;5
Accepted-In Progress;1-684108661;55269981.99999999;1
Completed-Closed;1-684108661;16117.999999988948;2
Accepted-In Progress;1-684991415;0.0;1
Completed-Closed;1-684991415;9052737.999999966;2
Accepted-In Progress;1-685018675;0.0;1
Completed-Closed;1-685018675;596724.9999999593;2
Accepted-In Progress;1-685300128;2.8871885900428152e-09;1
Accepted-Wait;1-685300128;5378171.999999975;2
Completed-Closed;1-685300128;1814645.0000000014;3
Accepted-In Progress;1-686405886;0.0;1
Accepted-In Progress;1-686405886;1.4890570276004889e-09;2
Completed-Closed;1-686405886;62668354.0;3
Accepted-In Progress;1-686475951;0.0;1
Completed-Closed;1-686475951;2759984.000000016;2
Accepted-In Progress;1-686477306;7401.000000003849;1
Accepted-In Progress;1-686477306;12425349.000000034;2
Completed-Closed;1-686477306;2534818.9999999558;3
Accepted-Wait;1-686535660;4270.999999999487;1
Completed-Closed;1-686535660;56.99999998392208;2
Accepted-In Progress;1-686557724;0.0;1
Accepted-Assigned;1-686557724;4.999999964760804;2
Accepted-In Progress;1-686557724;1314306.0000000033;3
Completed-Closed;1-686557724;454155.0000000167;4
Accepted-In Progress;1-686581779;0.0;1
Completed-Closed;1-686581779;69354.00000002288;2
Accepted-In Progress;1-686854421;0.0;1
Completed-Closed;1-686854421;3017058.9999999995;2
Accepted-In Progress;1-686856862;13168788.000000006;1
Completed-Closed;1-686856862;1887.000000024155;2
Accepted-In Progress;1-686945977;829183.0000000189;1
Accepted-Wait;1-686945977;3807865.9999999986;2
Accepted-Wait;1-686945977;3472072.9999999953;3
Completed-Closed;1-686945977;14.999999994973894;4
Accepted-In Progress;1-686966285;0.0;1
Accepted-Wait;1-686966285;70263.99999995707;2
Completed-Closed;1-686966285;5299.999999994212;3
Accepted-In Progress;1-687129760;4.441125572623014e-08;1
Accepted-In Progress;1-687129760;679732.0000000057;2
Completed-Closed;1-687129760;3003037.000000001;3
Accepted-In Progress;1-687133944;0.0;1
Completed-Closed;1-687133944;10160791.000000026;2
Accepted-In Progress;1-687309895;5.990456614403021e-09;1
Completed-Closed;1-687309895;35.000000003544145;2
Accepted-In Progress;1-687587336;6161178.000000019;1
Completed-Closed;1-687587336;14774742.000000011;2
Accepted-In Progress;1-687649700;22212701.0;1
Accepted-Assigned;1-687649700;1.9208779982344438e-08;2
Completed-Closed;1-687649700;22148.000000012773;3
Accepted-In Progress;1-687668119;0.0;1
Queued-Awaiting Assignment;1-687668119;757.9999999673036;2
Accepted-In Progress;1-687668119;1700748.9999999865;3
Accepted-Assigned;1-687668119;202.99999998969113;4
Accepted-Wait;1-687668119;10170764.000000004;5
Completed-Closed;1-687668119;10219280.999999996;6
Accepted-In Progress;1-687830906;0.0;1
Completed-Closed;1-687830906;144.9999999641065;2
Accepted-In Progress;1-688342754;3469124.000000025;1
Accepted-Assigned;1-688342754;6.000000007563165;2
Accepted-Wait;1-688342754;53.99999999617604;3
Completed-Closed;1-688342754;232.99999998791708;4
Accepted-In Progress;1-688491391;33254395.00000001;1
Completed-Closed;1-688491391;46.999999995991864;2
Accepted-In Progress;1-688509388;3.0791292850149003e-09;1
Accepted-In Progress;1-688509388;254.99999997984997;2
Completed-Closed;1-688509388;16117.999999971566;3
Accepted-In Progress;1-688515611;0.0;1
Accepted-Assigned;1-688515611;7.999999990553628;2
Accepted-Assigned;1-688515611;11.999999996633427;3
Accepted-In Progress;1-688515611;21600.000000003776;4
Completed-Closed;1-688515611;12763380.999999993;5
Accepted-In Progress;1-688564654;0.0;1
Completed-Closed;1-688564654;111164.99999997708;2
Accepted-In Progress;1-688564824;1630.999999998356;1
Accepted-In Progress;1-688564824;19702724.00000002;2
Queued-Awaiting Assignment;1-688564824;305.99999998817754;3
Accepted-In Progress;1-688564824;0.0;4
Accepted-Assigned;1-688564824;35601633.00000001;5
Accepted-In Progress;1-688564824;1.2833721283519814e-08;6
Completed-Closed;1-688564824;1788925.0000000156;7
Accepted-In Progress;1-688725917;4.204106115228388e-09;1
Queued-Awaiting Assignment;1-688725917;733.0000000174231;2
Accepted-In Progress;1-688725917;341896.00000000355;3
Accepted-Assigned;1-688725917;2926698.0000000177;4
Queued-Awaiting Assignment;1-688725917;588.9999999881846;5
Accepted-In Progress;1-689160381;4.131078508764842e-09;1
Accepted-Wait;1-689160381;5836810.000000003;2
Completed-Closed;1-689160381;159.99999999629173;3
Accepted-In Progress;1-689176751;15235.999999995056;1
Completed-Closed;1-689176751;3650151.000000032;2
Accepted-In Progress;1-689176751;5285004.0;3
Completed-Closed;1-689176751;3621677.999999993;4
Accepted-In Progress;1-689252781;145635.0000000126;1
Accepted-Wait;1-689252781;145.00000001491222;2
Completed-Closed;1-689252781;33.0000000283893;3
Accepted-In Progress;1-689341321;6739809.000000006;1
Completed-Closed;1-689341321;55.999999968808396;2
Accepted-In Progress;1-689525975;0.0;1
Accepted-Wait;1-689525975;4.33194977140097e-09;2
Completed-Closed;1-689525975;4798205.000000006;3
Accepted-In Progress;1-690184941;0.9999999663019487;1
Accepted-Wait;1-690184941;348.999999988204;2
Completed-Closed;1-690184941;7695269.999999951;3
Accepted-In Progress;1-690190570;20077386.000000004;1
Accepted-Wait;1-690190570;48.00000001163896;2
Completed-Closed;1-690190570;2236060.0000000023;3
Accepted-In Progress;1-690249637;0.0;1
Completed-Closed;1-690249637;2500395.999999967;2
Accepted-In Progress;1-690327801;32769.000000012085;1
Completed-Closed;1-690327801;5773641.000000008;2
Accepted-In Progress;1-690327837;0.0;1
Completed-Closed;1-690327837;12694211.000000004;2
Accepted-In Progress;1-690327837;2.009641760638122e-09;3
Completed-Closed;1-690327837;6064346.000000021;4
Accepted-In Progress;1-690352118;0.0;1
Completed-Closed;1-690352118;47.00000001686563;2
Accepted-In Progress;1-690419865;1.1340712969223531e-08;1
Accepted-Wait;1-690419865;779140.0000000146;2
Completed-Closed;1-690419865;3621678.000000001;3
Accepted-In Progress;1-690458151;28511717.000000022;1
Completed-Closed;1-690458151;7148753.999999954;2
Queued-Awaiting Assignment;1-690762471;315.99999999519497;1
Accepted-In Progress;1-690762471;0.0;2
Queued-Awaiting Assignment;1-690762471;0.0;3
Accepted-In Progress;1-690762471;53852017.99999999;4
Completed-Closed;1-690762471;8464640.999999996;5
Accepted-In Progress;1-690896014;1.0312320470739418e-08;1
Completed-Closed;1-690896014;30.999999980367548;2
Accepted-In Progress;1-690926911;0.0;1
Completed-Closed;1-690926911;3283419.999999979;2
Accepted-In Progress;1-690931471;2.1354234505070658e-09;1
Queued-Awaiting Assignment;1-690931471;190.00000004438132;2
Accepted-In Progress;1-690931471;1.780097238159561e-08;3
Completed-Closed;1-690931471;74.00000000532225;4
Accepted-In Progress;1-691031201;1.7774436477928467e-09;1
Completed-Closed;1-691031201;2156020.000000002;2
Accepted-In Progress;1-691146566;2415536.999999997;1
Completed-Closed;1-691146566;172701.00000000314;2
Accepted-In Progress;1-691176158;10801516.999999981;1
Completed-Closed;1-691176158;26.00000000123659;2
Accepted-In Progress;1-691767241;0.0;1
Accepted-Assigned;1-691767241;1197362.000000035;2
Completed-Closed;1-691767241;9964011.999999998;3
Accepted-In Progress;1-691786330;1.8167843764869948e-08;1
Queued-Awaiting Assignment;1-691786330;535.00000000642;2
Accepted-In Progress;1-691786330;3.771058906070809e-09;3
Accepted-Assigned;1-691786330;139.99999996905393;4
Completed-Closed;1-691786330;130.99999997881764;5
Accepted-In Progress;1-691832225;14071687.000000006;1
Completed-Closed;1-691832225;18616.000000000062;2
Accepted-In Progress;1-692042197;3.25981815476506e-09;1
Accepted-In Progress;1-692042197;0.0;2
Completed-Closed;1-692042197;223.0000000084081;3
Accepted-In Progress;1-692055495;47872911.99999999;1
Queued-Awaiting Assignment;1-692055495;151.9999999677617;2
Accepted-In Progress;1-692055495;142.00000001639043;3
Completed-Closed;1-692055495;57.9999999862828;4
Accepted-In Progress;1-692193396;0.0;1
Queued-Awaiting Assignment;1-692193396;57.99999999449653;2
Accepted-In Progress;1-692193396;1.2858971558695398e-08;3
Accepted-Assigned;1-692193396;220.99999995461908;4
Accepted-In Progress;1-692193396;0.0;5
Completed-Closed;1-692193396;869.0000000179588;6
Accepted-In Progress;1-692715494;6291.000000006309;1
Completed-Closed;1-692715494;2444594.999999985;2
Accepted-In Progress;1-692813576;0.0;1
Accepted-Wait;1-692813576;2496.9999999870847;2
Completed-Closed;1-692813576;24.999999995122547;3
Accepted-In Progress;1-692959195;2.755241585398675e-09;1
Accepted-Wait;1-692959195;3118508.9999999995;2
Completed-Closed;1-692959195;36.99999999929394;3
Accepted-In Progress;1-693343054;2242845.0;1
Completed-Closed;1-693343054;3726705.0000000107;2
Accepted-In Progress;1-693357728;0.0;1
Completed-Closed;1-693357728;834.9999999900506;2
Accepted-In Progress;1-693456968;117277.00000000927;1
Queued-Awaiting Assignment;1-693456968;208.00000000795242;2
Queued-Awaiting Assignment;1-693456968;167.99999999070738;3
Accepted-In Progress;1-693456968;0.0;4
Completed-Closed;1-693456968;10888627.0;5
Accepted-In Progress;1-693469757;0.0;1
Completed-Closed;1-693469757;130.0000000080952;2
Accepted-In Progress;1-693469771;0.0;1
Completed-Closed;1-693469771;6481135.999999982;2
Accepted-In Progress;1-693592211;4.886012777519251e-09;1
Completed-Closed;1-693592211;2534819.0000000084;2
Accepted-In Progress;1-693595112;0.0;1
Completed-Closed;1-693595112;1743811.9999999714;2
Accepted-In Progress;1-693595201;245.99999999861632;1
Queued-Awaiting Assignment;1-693595201;1166.9999999401693;2
Accepted-In Progress;1-693595201;0.0;3
Queued-Awaiting Assignment;1-693595201;54.000000013072786;4
Accepted-In Progress;1-693595201;4741906.9999999935;5
Completed-Closed;1-693595201;7277650.999999989;6
Accepted-In Progress;1-693741781;0.0;1
Accepted-In Progress;1-693741781;26683.99999999219;2
Completed-Closed;1-693741781;0.9999999570119058;3
Accepted-In Progress;1-693748777;47437496.99999999;1
Completed-Closed;1-693748777;68.9999999716054;2
Accepted-In Progress;1-693812929;0.0;1
Accepted-In Progress;1-693812929;4.423686807434768e-09;2
Completed-Closed;1-693812929;16118.000000012365;3
Accepted-In Progress;1-693895885;0.0;1
Accepted-Assigned;1-693895885;27567089.999999996;2
Accepted-In Progress;1-693895885;2415536.9999999963;3
Completed-Closed;1-693895885;5444951.99999998;4
Accepted-In Progress;1-693937519;3234.9999999963698;1
Completed-Closed;1-693937519;514564.00000001886;2
Accepted-In Progress;1-694212171;1.3585216120229966e-08;1
Completed-Closed;1-694212171;48.9999999824675;2
Queued-Awaiting Assignment;1-694338411;35.99999998717679;1
Accepted-In Progress;1-694338411;0.0;2
Completed-Closed;1-694338411;1389792.0000000182;3
Accepted-In Progress;1-694346343;0.0;1
Accepted-In Progress;1-694346343;2.1028606456675027e-09;2
Completed-Closed;1-694346343;2649320.000000012;3
Accepted-In Progress;1-694354058;0.9999999752974015;1
Queued-Awaiting Assignment;1-694354058;137.9999999784635;2
Queued-Awaiting Assignment;1-694354058;436595.0000000039;3
Accepted-In Progress;1-694354058;0.0;4
Completed-Closed;1-694354058;6742602.000000006;5
Accepted-In Progress;1-694420679;5.491875314151329e-09;1
Completed-Closed;1-694420679;931.9999999971975;2
Accepted-In Progress;1-694464235;3962276.0;1
Completed-Closed;1-694464235;2305.0000000003492;2
Accepted-In Progress;1-694509209;1.1655640154293076e-08;1
Completed-Closed;1-694509209;12863542.999999996;2
Accepted-In Progress;1-694597155;479.0000000059302;1
Accepted-In Progress;1-694597155;16345122.999999996;2
Accepted-Assigned;1-694597155;160.00000000955066;3
Accepted-In Progress;1-694597155;1.230440781814251e-08;4
Completed-Closed;1-694597155;875.9999999839603;5
Accepted-In Progress;1-694794065;135736.00000000457;1
Accepted-Assigned;1-694794065;204.00000004295478;2
Accepted-In Progress;1-694794065;156057.999999995;3
Completed-Closed;1-694794065;1795.0000000009761;4
Accepted-In Progress;1-694808152;0.0;1
Completed-Closed;1-694808152;6385353.000000015;2
Queued-Awaiting Assignment;1-694899814;9.999999972125636;1
Accepted-In Progress;1-694899814;1.5751717277122022e-08;2
Completed-Closed;1-694899814;5552460.999999972;3
Accepted-In Progress;1-694923791;8.386561387104451e-09;1
Completed-Closed;1-694923791;4488184.000000027;2
Accepted-Wait;1-695030407;190.99999999287064;1
Completed-Closed;1-695030407;2683318.000000015;2
Accepted-In Progress;1-695241661;246.0000000069871;1
Completed-Closed;1-695241661;22023118.000000004;2
Accepted-In Progress;1-695258011;1482.9999999875492;1
Accepted-Wait;1-695258011;13097.000000001337;2
Accepted-Wait;1-695258011;1637745.9999999937;3
Accepted-In Progress;1-695258011;90271.9999999841;4
Completed-Closed;1-695258011;1220135.999999999;5
Accepted-In Progress;1-695309312;11554047.999999994;1
Completed-Closed;1-695309312;62.000000020397565;2
Accepted-In Progress;1-695316021;0.0;1
Accepted-Wait;1-695316021;13097.000000007793;2
Completed-Closed;1-695316021;11.999999997761993;3
Accepted-In Progress;1-695425289;0.0;1
Accepted-Wait;1-695425289;40.99999998818269;2
Accepted-Assigned;1-695425289;181.99999996638954;3
Accepted-In Progress;1-695425289;0.0;4
Completed-Closed;1-695425289;179424.0000000003;5
Accepted-In Progress;1-695486321;0.0;1
Queued-Awaiting Assignment;1-695486321;1350.000000003607;2
Accepted-In Progress;1-695486321;1.2456566119125173e-08;3
Queued-Awaiting Assignment;1-695486321;435446.99999999366;4
Accepted-In Progress;1-695486321;0.0;5
Completed-Closed;1-695486321;74.00000000382221;6
Accepted-In Progress;1-695616474;6.998059914904832e-09;1
Completed-Closed;1-695616474;35512404.0;2
Accepted-In Progress;1-695748265;4.074221700277001e-09;1
Accepted-Wait;1-695748265;95.9999999994279;2
Completed-Closed;1-695748265;12763380.999999983;3
Accepted-In Progress;1-695801720;244680.00000000512;1
Completed-Closed;1-695801720;14820.000000011074;2
Accepted-In Progress;1-695946177;456.99999999011004;1
Completed-Closed;1-695946177;7177665.999999994;2
Accepted-In Progress;1-696057890;0.0;1
Completed-Closed;1-696057890;6051840.999999992;2
Accepted-In Progress;1-696205828;36397583.0;1
Completed-Closed;1-696205828;17533974.000000007;2
Accepted-In Progress;1-696616111;0.0;1
Completed-Closed;1-696616111;14819.999999994085;2
Accepted-In Progress;1-696695427;96214.00000002053;1
Completed-Closed;1-696695427;13228723.0;2
Queued-Awaiting Assignment;1-696835891;0.0;1
Accepted-In Progress;1-696835891;25948779.99999998;2
Queued-Awaiting Assignment;1-696835891;741.0000000019793;3
Accepted-In Progress;1-696835891;0.0;4
Completed-Closed;1-696835891;30503775.000000004;5
Accepted-In Progress;1-696839978;0.0;1
Accepted-Wait;1-696839978;43.00000001146241;2
Completed-Closed;1-696839978;20.00000001056307;3
Accepted-In Progress;1-696881965;4.732168843326641e-09;1
Completed-Closed;1-696881965;105475.9999999381;2
Accepted-In Progress;1-696990621;10865464.999999998;1
Completed-Closed;1-696990621;19.000000000175955;2
Accepted-In Progress;1-697249225;6130512.000000003;1
Completed-Closed;1-697249225;5012009.000000009;2
Accepted-In Progress;1-697260307;0.0;1
Accepted-In Progress;1-697260307;0.0;2
Completed-Closed;1-697260307;48136231.00000001;3
Accepted-In Progress;1-697366925;0.0;1
Completed-Closed;1-697366925;3626678.999999992;2
Accepted-In Progress;1-697379551;0.0;1
Completed-Closed;1-697379551;812.0000000012157;2
Accepted-In Progress;1-697459701;51942.999999994376;1
Accepted-In Progress;1-697459701;19077784.99999995;2
Queued-Awaiting Assignment;1-697459701;1588.0000000060895;3
Accepted-In Progress;1-697459701;12202670.0;4
Completed-Closed;1-697459701;165945.99999998926;5
Accepted-In Progress;1-697486903;765106.9999999993;1
Completed-Closed;1-697486903;2819516.000000005;2
Accepted-In Progress;1-697578650;5.970539193068374e-09;1
Completed-Closed;1-697578650;10302806.999999972;2
Accepted-In Progress;1-697811404;0.0;1
Queued-Awaiting Assignment;1-697811404;10.000000017303893;2
Accepted-In Progress;1-697811404;0.0;3
Completed-Closed;1-697811404;969.9999999782292;4
Accepted-In Progress;1-698044001;872274.0000000207;1
Queued-Awaiting Assignment;1-698044001;102.99999999824269;2
Accepted-In Progress;1-698044001;1262.9999999961985;3
Accepted-Assigned;1-698044001;110.99999996232192;4
Accepted-In Progress;1-698044001;8045556.000000003;5
Completed-Closed;1-698044001;173.99999999784623;6
Accepted-In Progress;1-698057087;0.0;1
Completed-Closed;1-698057087;4721.000000001281;2
Accepted-In Progress;1-698077265;13507159.000000024;1
Completed-Closed;1-698077265;184.9999999913785;2
Accepted-In Progress;1-698103331;1.0103264411487301e-08;1
Completed-Closed;1-698103331;73172757.0;2
Accepted-In Progress;1-698216063;3.1901661179857727e-09;1
Queued-Awaiting Assignment;1-698216063;315.9999999908901;2
Accepted-In Progress;1-698216063;4.469327529486743e-09;3
Accepted-Wait;1-698216063;26576104.999999996;4
Accepted-In Progress;1-698216063;36647451.0;5
Completed-Closed;1-698216063;15.000000031895299;6
Accepted-In Progress;1-698267095;126.99999998081992;1
Accepted-Wait;1-698267095;1.480256295779012e-08;2
Completed-Closed;1-698267095;1812342.000000019;3
Accepted-In Progress;1-698293715;1.516052609273638e-08;1
Accepted-Wait;1-698293715;17.999999991905757;2
Completed-Closed;1-698293715;36127755.0;3
Accepted-In Progress;1-698346154;2.4309405226278057e-10;1
Accepted-Wait;1-698346154;841.9999999900948;2
Completed-Closed;1-698346154;1729844.9999999907;3
Accepted-In Progress;1-698481972;1.4999123814919616e-08;1
Completed-Closed;1-698481972;5541446.999999999;2
Accepted-In Progress;1-698524631;53549299.99999994;1
Completed-Closed;1-698524631;0.9999999587133593;2
Accepted-In Progress;1-698751834;1.0312211831568451e-08;1
Accepted-Wait;1-698751834;1263.0000000117047;2
Accepted-In Progress;1-698751834;3721182.999999983;3
Completed-Closed;1-698751834;85.00000000178197;4
Accepted-In Progress;1-698754281;0.0;1
Queued-Awaiting Assignment;1-698754281;45.99999996976422;2
Accepted-In Progress;1-698754281;0.0;3
Completed-Closed;1-698754281;1662041.9999999988;4
Accepted-In Progress;1-699010040;0.0;1
Completed-Closed;1-699010040;342.0000000020687;2
Accepted-In Progress;1-699140595;9.185092529164994e-09;1
Accepted-Wait;1-699140595;14132613.999999994;2
Completed-Closed;1-699140595;74.000000010252;3
Accepted-In Progress;1-699140847;0.0;1
Completed-Closed;1-699140847;591601.0000000038;2
Accepted-In Progress;1-699345697;1.155737441711187e-08;1
Completed-Closed;1-699345697;9067549.000000019;2
Accepted-In Progress;1-699370863;13507158.999999994;1
Completed-Closed;1-699370863;1912.9999999878883;2
Queued-Awaiting Assignment;1-699397256;719.9999999971191;1
Accepted-In Progress;1-699397256;0.0;2
Completed-Closed;1-699397256;485.9999999996868;3
Accepted-In Progress;1-699690829;6.208348272199687e-09;1
Queued-Awaiting Assignment;1-699690829;0.0;2
Accepted-In Progress;1-699690829;0.0;3
Completed-Closed;1-699690829;33103667.000000004;4
Accepted-In Progress;1-699737259;2922107.9999999944;1
Completed-Closed;1-699737259;7064805.999999997;2
Accepted-In Progress;1-700362905;1.46986628683013e-10;1
Completed-Closed;1-700362905;22216833.000000007;2
Accepted-In Progress;1-700746442;2.8193649140093695e-09;1
Queued-Awaiting Assignment;1-700746442;93.99999997365873;2
Accepted-In Progress;1-700746442;0.0;3
Completed-Closed;1-700746442;590.999999997712;4
Accepted-In Progress;1-700896142;0.0;1
Completed-Closed;1-700896142;12037725.999999983;2
Accepted-In Progress;1-701042928;0.0;1
Completed-Closed;1-701042928;57.9999999781712;2
Accepted-In Progress;1-701429911;84449.999999978;1
Accepted-Assigned;1-701429911;5.999999984175365;2
Accepted-In Progress;1-701429911;6.268563324605394e-10;3
Accepted-Wait;1-701429911;6961.000000012564;4
Completed-Closed;1-701429911;22302698.000000007;5
Accepted-In Progress;1-701525462;34837296.00000001;1
Completed-Closed;1-701525462;677.9999999968811;2
Accepted-In Progress;1-701555158;6.66751160054481e-09;1
Completed-Closed;1-701555158;83.00000002158393;2
Accepted-Wait;1-701702621;6983326.0000000205;1
Completed-Closed;1-701702621;239.00000000296345;2
Accepted-In Progress;1-701990311;6.861722069758317e-09;1
Completed-Closed;1-701990311;2937912.9999999814;2
Accepted-In Progress;1-702103380;10556502.999999996;1
Accepted-In Progress;1-702103380;33011606.00000001;2
Completed-Closed;1-702103380;8.999999999442034;3
Accepted-In Progress;1-702103398;0.0;1
Completed-Closed;1-702103398;349.00000000635373;2
Accepted-In Progress;1-702304430;0.0;1
Completed-Closed;1-702304430;9669993.999999994;2
Accepted-In Progress;1-702304580;2.3484225096339747e-08;1
Completed-Closed;1-702304580;32.999999985735464;2
Accepted-In Progress;1-702378632;118880.99999999937;1
Completed-Closed;1-702378632;184.99999997113733;2
Accepted-In Progress;1-702501021;0.0;1
Queued-Awaiting Assignment;1-702501021;26.000000002659444;2
Accepted-In Progress;1-702501021;0.0;3
Completed-Closed;1-702501021;9.000000009232545;4
Accepted-In Progress;1-702501138;34235690.0;1
Queued-Awaiting Assignment;1-702501138;975.0000000089929;2
Accepted-In Progress;1-702501138;417873.9999999813;3
Queued-Awaiting Assignment;1-702501138;2430.999999996592;4
Accepted-In Progress;1-702501138;176.99999999661884;5
